postcode,Previous Years (2001-2021) - Installation Quantity,Previous Years (2001-2021) - SGU Output Rated Output In kW,Jan 2022 - Installations Quantity,Jan 2022 - SGU Rated Output In kW,Feb 2022 - Installations Quantity,Feb 2022 - SGU Rated Output In kW,Mar 2022 - Installations Quantity,Mar 2022 - SGU Rated Output In kW,Apr 2022 - Installations Quantity,Apr 2022 - SGU Rated Output In kW,May 2022 - Installations Quantity,May 2022 - SGU Rated Output In kW,Jun 2022 - Installations Quantity,Jun 2022 - SGU Rated Output In kW,Jul 2022 - Installations Quantity,Jul 2022 - SGU Rated Output In kW,Aug 2022 - Installations Quantity,Aug 2022 - SGU Rated Output In kW,Sep 2022 - Installations Quantity,Sep 2022 - SGU Rated Output In kW,Oct 2022 - Installations Quantity,Oct 2022 - SGU Rated Output In kW,Nov 2022 - Installations Quantity,Nov 2022 - SGU Rated Output In kW,Dec 2022 - Installations Quantity,Dec 2022 - SGU Rated Output In kW,Jan 2023 - Installations Quantity,Jan 2023 - SGU Rated Output In kW,Feb 2023 - Installations Quantity,Feb 2023 - SGU Rated Output In kW,Mar 2023 - Installations Quantity,Mar 2023 - SGU Rated Output In kW,Apr 2023 - Installations Quantity,Apr 2023 - SGU Rated Output In kW,May 2023 - Installations Quantity,May 2023 - SGU Rated Output In kW,Jun 2023 - Installations Quantity,Jun 2023 - SGU Rated Output In kW, Installations Quantity Total ,SGU Rated Output In kW Total
3610,342,2056.709,2,33.3,1,6.66,1,13.695,4,56.57,2,17.94,4,25.72,2,9.44,3,22.22,2,13.57,4,30.965,2,13.28,4,25.48,3,112.915,1,4.98,1,6.64,4,42.69,1,6.64,0,0,383,2499.414
3612,399,1834.26,2,12.44,2,16.66,3,19.53,3,42.52,3,18.42,2,14.54,1,10.375,0,0,4,24.85,2,19.44,4,29.68,1,6.64,3,22.865,2,10.13,1,13.28,1,6.64,3,39.09,0,0,436,2141.36
3614,212,1348.965,0,0,1,10.53,1,6.63,1,6.66,1,13.26,0,0,0,0,4,32.31,1,12.45,2,26.14,1,6.4,0,0,1,7.47,0,0,2,19.92,3,23.23,1,6.64,1,8.715,232,1529.32
3616,965,5948.005,3,43.29,4,23.68,7,62.93,4,33.27,4,35.95,6,48.29,6,96.9,8,91.86,9,66.715,2,17.56,13,98.48,6,60.425,6,41.83,13,86.79,13,317.7,6,49.775,5,47.695,1,6.64,1081,7177.785
3617,27,214.86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,6.63,0,0,0,0,0,0,0,0,0,0,0,0,1,8.4,0,0,1,15.77,0,0,30,245.66
3618,145,1202.85,2,18.33,0,0,1,12.48,0,0,1,13.26,1,6.63,3,19.24,1,3.735,3,16.6,0,0,0,0,1,6.24,0,0,3,48.14,3,40.965,2,14.71,0,0,0,0,166,1403.18
3619,83,412.31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4.98,0,0,0,0,0,0,0,0,84,417.29
3620,1484,9178.567,5,47.8,8,75.98,9,75.73,11,80.97,10,98.9,9,98.395,5,40.11,16,139.375,15,170.835,7,70.135,10,85.065,13,165.995,7,48.99,19,169.1,8,73.67,9,77.365,9,75.115,2,10.24,1656,10782.337
3621,437,2876.12,1,6.66,2,13.32,0,0,5,96.96,1,30.34,3,30.48,3,33.16,4,46.05,0,0,1,6.64,5,95.835,4,39.67,1,6.64,3,16.185,2,31.54,3,19.84,0,0,1,6.64,476,3356.08
3622,81,650.395,1,6.66,0,0,1,10.92,0,0,1,9.96,0,0,0,0,0,0,0,0,3,74.3,1,96.8,0,0,0,0,0,0,0,0,1,2.59,0,0,0,0,89,851.625
3623,186,1197.05,1,6.66,1,6.63,1,10.36,0,0,0,0,1,6.66,2,15.54,1,6.66,1,3.735,0,0,0,0,3,22.48,1,8.3,1,6.64,1,5.85,0,0,2,14.04,1,6.64,203,1317.245
3624,119,840.235,0,0,1,1.65,0,0,0,0,0,0,0,0,1,10.36,3,20.295,0,0,1,20.75,0,0,1,12.45,1,10.8,0,0,1,99.55,0,0,0,0,0,0,128,1016.09
3629,1301,7215.534,7,54.18,3,63.06,7,60.44,6,47.73,8,65.93,6,33.8,6,73.15,24,136.15,20,118.31,7,53.32,10,98.55,23,155.43,3,25.315,9,66.16,14,115.035,11,121.8,15,144.815,3,19.84,1483,8668.549
3630,3953,22309.684,14,130.155,35,307.055,29,195.19,21,156.735,14,130.31,24,222.12,57,468.205,48,353.25,34,247.215,24,148.88,56,404.65,58,451.732,20,160.22,40,294.515,38,306.645,26,251.86,22,186.01,5,37.33,4518,26761.761
3631,2459,16712.738,9,69.04,21,163.03,17,205.05,16,224.57,12,92.29,15,211.63,18,249.62,21,187.8,23,187.09,14,109.355,34,319.065,26,561.315,21,164.02,15,119.725,22,202.25,24,225.09,20,191.58,4,52.34,2791,20247.598
3632,52,623.705,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52,623.705
3633,131,677.14,0,0,0,0,0,0,1,6.66,0,0,0,0,0,0,0,0,1,6.66,0,0,1,6.225,1,6.63,1,10.375,1,6.64,1,8.3,0,0,0,0,0,0,138,728.63
3634,359,2319.377,1,6.57,3,26.64,2,19.95,1,6.63,3,91.11,2,34.62,2,32.51,0,0,3,25.1,1,6.64,0,0,0,0,1,6.64,2,28.22,0,0,2,55.37,2,17.845,0,0,384,2677.222
3635,127,853.69,1,26.52,2,21.03,0,0,0,0,1,10.92,0,0,0,0,0,0,1,10.14,0,0,0,0,0,0,1,5.33,3,21.57,1,11.205,2,17.43,0,0,0,0,139,977.835
3636,1061,5855.27,5,36.205,4,24.26,11,95.28,7,60.28,2,11.34,3,15.54,10,177.63,6,45.69,9,101.48,7,62.28,7,61.255,4,72.19,4,31.65,3,21.58,6,48.315,4,33.19,5,72.485,1,6.64,1159,6832.56
3637,119,1002.902,1,13.32,1,10.53,1,15.6,0,0,0,0,1,11.205,1,6.64,1,6.63,0,0,1,10.375,0,0,2,17.76,1,10.53,1,6.64,0,0,0,0,2,36.51,0,0,132,1148.642
3638,427,2843.58,1,15.12,1,6.66,0,0,2,13.26,0,0,2,54.08,2,16.63,2,10.34,2,42.86,2,25.33,1,6.63,8,108.185,1,61.6,2,17.43,5,31.63,1,9.96,0,0,1,9.13,460,3272.425
3639,133,872.568,0,0,0,0,1,40.7,0,0,1,11.84,2,109.57,2,13.29,0,0,2,13.28,6,126.14,0,0,1,5.07,0,0,0,0,1,10.375,0,0,1,6.64,0,0,150,1209.473
3640,249,2655.155,0,0,1,20,1,6.29,3,17.24,2,19.24,2,35.23,2,12.9,2,120.05,2,18.96,6,67.51,0,0,3,56.48,1,6.56,2,15.77,0,0,2,26.975,1,6.625,0,0,279,3084.985
3641,259,1769.735,0,0,2,17.06,2,9.99,0,0,3,101.7,2,13.32,2,14.44,1,4.55,3,32.86,0,0,0,0,2,24.07,0,0,3,49.64,3,20.75,0,0,4,28.64,0,0,286,2086.755
3643,39,193,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,6.56,1,6.64,0,0,0,0,0,0,41,206.2
3644,1813,13546.887,8,74.74,14,119.03,11,81.5,8,59.27,12,89.345,9,210.13,14,190.05,16,133.74,17,141.65,8,64.885,12,209.35,11,86.28,8,59.1,7,53.09,11,105.79,5,24.275,9,100.59,2,16.975,1995,15366.677
3646,122,579.825,1,6.63,0,0,2,10.36,1,13.32,0,0,1,6.64,2,17.44,0,0,1,9.99,0,0,0,0,1,8.3,0,0,0,0,1,6.225,0,0,0,0,1,10.2,133,668.93
3647,2,34.95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,34.95
3649,85,468.26,0,0,0,0,0,0,2,13.28,1,6.64,0,0,0,0,0,0,1,6.64,1,3.32,0,0,0,0,0,0,1,8.3,1,6.64,0,0,2,14.84,0,0,94,527.92
3658,1055,5336.252,0,0,6,59.19,6,32.855,12,99.79,8,64.09,12,119.55,9,72.46,6,38.4,5,42.14,8,117.86,10,80.915,6,49.395,5,47.385,3,19.505,1,6.64,14,133.495,8,56.685,3,19.4,1177,6396.007
3659,166,889.655,2,19.98,0,0,0,0,0,0,1,6.24,1,9.36,1,10.14,3,27.69,0,0,2,22.41,1,21.84,0,0,3,26.7,3,30.825,1,6.4,0,0,2,14.11,0,0,186,1085.35
3660,1137,6106.011,1,10.92,7,49.25,7,144,8,60.3,12,100.18,9,55.48,5,41.97,14,114.055,5,42.46,11,67.95,11,69.655,10,76.445,7,64.53,6,39.84,11,126.08,11,99.745,11,85.515,2,15.355,1285,7369.741
3661,37,114.304,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,114.304
3662,7,73.55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,15.54,0,0,0,0,0,0,0,0,0,0,8,89.09
3663,59,415.757,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,9.545,0,0,0,0,0,0,0,0,0,0,60,425.302
3664,244,1300.877,3,18.5,2,13.29,1,4.68,0,0,4,28.27,6,46.64,0,0,1,7.47,1,7.47,5,38.485,2,19.32,5,32.755,2,19.26,1,13.12,3,25.6,1,16,2,19.09,0,0,283,1610.827
3665,92,401.68,0,0,0,0,0,0,0,0,1,6.63,0,0,2,27.81,1,6.66,0,0,0,0,1,12.87,2,17.43,2,13.28,0,0,0,0,0,0,0,0,0,0,101,486.36
3666,1048,5606.91,4,37.08,11,91.535,6,63.1,5,44.04,5,26.58,7,50.38,5,34.13,6,43.93,3,33.06,4,29.07,11,86.445,5,38.36,2,73.04,7,57.97,6,41.17,6,42.51,7,62.68,1,10.14,1149,6472.13
3669,295,1372.818,0,0,1,8.58,1,10.375,2,19.98,2,15.6,2,12.78,4,38.77,2,15.24,3,18.91,0,0,2,10.34,2,11.6,2,19.92,5,42.56,3,19.92,3,37.35,0,0,1,7.8,330,1662.543
3670,139,605.925,0,0,0,0,1,7.77,1,6.64,1,6.66,0,0,0,0,0,0,2,16.39,2,21.025,0,0,2,17.015,0,0,3,19.92,0,0,0,0,0,0,0,0,151,701.345
3671,71,387.835,0,0,0,0,0,0,1,9.9,0,0,3,6.66,4,8.88,0,0,1,2.22,0,0,2,4.44,0,0,0,0,0,0,2,16.56,1,6.64,1,11.205,0,0,86,454.34
3672,1603,9008.98,2,16.96,11,79.32,5,49.51,12,105.75,13,78.915,14,92.425,11,87.62,21,161.525,16,126.05,8,87.89,17,157.98,15,105.52,22,164.035,22,169.795,29,198.67,5,46.06,13,88.285,6,40.545,1845,10865.835
3673,374,1822.22,3,22.62,0,0,4,28.14,4,43.62,6,51.38,2,13.13,4,29.02,4,49.29,2,22.23,9,60.36,5,53.93,3,38.925,1,6.64,5,38.99,4,45.165,2,17.465,5,41.335,1,6.64,438,2391.1
3675,441,2170.41,1,9.6,4,28.6,5,47.4,2,15,3,25.3,1,20,3,21.43,3,22.16,6,51.105,2,18.26,3,24.07,5,42.085,1,6.64,3,24.07,4,19.94,4,29.77,3,23.83,1,5.81,495,2605.48
3676,137,494.98,0,0,0,0,0,0,0,0,2,4.44,0,0,4,100.4,0,0,4,8.88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,147,608.7
3677,2609,13922.153,6,38.32,19,200.725,27,181.585,17,122.99,12,84.52,25,137.99,31,295.77,30,317.305,22,350.225,25,171.01,25,202.06,14,202.42,19,159.36,13,108.715,29,221.595,18,140.74,32,296.85,7,63.355,2980,17217.688
3678,1489,8746.969,5,80.54,10,75.53,11,106.82,9,96.59,10,94.93,13,129.805,13,122.15,8,65.375,15,121.075,7,89.065,15,235.46,16,149.93,4,36.3,13,89.575,7,51.75,13,110.555,11,109.735,2,21.12,1671,10533.274
3682,145,874.452,0,0,0,0,1,10.36,0,0,0,0,2,12.52,2,20.72,2,18.5,1,10.36,1,6.66,2,21.56,0,0,0,0,3,36.105,1,13.28,2,17.16,0,0,0,0,162,1041.677
3683,363,1572.8,0,0,6,46.95,1,7.92,1,6.66,0,0,6,41.23,5,52.35,5,33.98,4,27.87,0,0,3,20.98,2,9.97,2,32.305,4,28.3,3,19.95,2,25,2,10.79,0,0,409,1937.055
3685,645,3968.446,5,41.95,4,43.44,3,38.205,4,33.61,2,11.36,3,23.18,6,53.9,3,21.5,5,47.74,3,29.6,6,62.435,7,116.6,2,13.62,3,36.4,8,64.455,5,34.51,2,19.92,0,0,716,4660.871
3687,221,949.746,1,3.7,0,0,3,32.93,0,0,1,6.4,1,6.64,4,26.505,1,6.66,1,8.47,2,45.14,1,10.375,0,0,1,6.56,1,6.64,3,24.31,2,17.035,1,6.64,0,0,244,1157.751
3688,314,1572.871,0,0,3,18.605,0,0,1,6.66,2,13.68,3,24.33,0,0,2,13.29,1,13.28,2,25.35,1,22.2,0,0,3,26.56,0,0,0,0,2,18.57,1,6.64,0,0,335,1762.036
3689,99,357.516,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,6.63,0,0,0,0,1,9.975,0,0,101,374.121
3690,4673,26710.167,20,201.37,34,238.06,43,314.795,31,323.345,37,351.74,50,465.045,43,274.405,51,442.295,45,344.36,36,234.93,46,372.985,52,515.08,34,255.955,42,298.895,55,417.84,41,356.675,43,360.98,6,41.54,5382,32520.462
3691,2137,13106.735,9,61.055,21,181.4,27,192.475,10,69.895,21,203.76,18,157.46,23,293.69,21,166.46,18,173.3,21,166.2,30,299.87,26,264.775,19,147.355,20,201.465,20,148.635,15,115.08,23,199.225,6,43.24,2485,16192.075
3694,15,97.894,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,97.894
3695,97,495.403,0,0,0,0,1,6.6,1,7.77,0,0,0,0,1,7.4,0,0,0,0,0,0,1,14.04,0,0,0,0,0,0,1,25.185,0,0,0,0,0,0,102,556.398
3697,133,651.275,1,9.12,0,0,0,0,0,0,0,0,0,0,0,0,1,32.8,0,0,1,14.4,1,13.26,1,7.885,0,0,1,8.3,1,19.2,0,0,1,13.3,1,6.45,142,775.99
3698,232,955.161,0,0,2,17.02,4,41.58,2,16.47,3,44.79,2,21.15,1,13.28,1,10.36,1,6.66,1,12.45,1,8.4,3,26.48,4,29.05,1,6.65,1,9.13,1,5.18,3,24.78,1,39.56,264,1288.151
3699,152,865.315,2,13.27,0,0,3,24.22,1,3.9,0,0,2,12.885,0,0,2,12.94,3,21.78,2,16.6,1,4.84,4,28.94,4,30.42,1,6.64,3,57.565,1,12.865,0,0,0,0,181,1112.18
3700,281,1658.678,1,5.28,3,47.02,1,6.66,4,25.71,1,10.4,0,0,4,29.18,0,0,1,6.64,0,0,1,20.335,3,29.88,2,10.79,3,20.75,1,6.65,0,0,5,51.455,2,16.615,313,1946.043
3701,285,1982.603,0,0,5,39.99,0,0,2,17.2,0,0,1,29.64,3,23.65,2,18.8,4,33.525,2,17.19,1,7.885,4,36.935,1,6.64,1,4.68,2,19.82,0,0,5,34.07,0,0,318,2272.628
3704,9,43.765,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,8.3,0,0,0,0,10,52.065
3705,64,331.993,0,0,2,18.4,0,0,0,0,2,19.4,0,0,0,0,1,6.64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,69,376.433
3707,417,2052.934,0,0,1,6.66,4,27.29,1,5.61,7,50.29,0,0,6,48.46,2,16.78,2,11.04,1,13.12,8,40.53,4,98.35,3,19.76,4,28.37,4,37.01,3,32.88,2,13.29,0,0,469,2502.374
3708,18,88.665,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,15.48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,104.145
3709,93,516.303,1,14.06,0,0,0,0,0,0,0,0,1,5.6,0,0,1,12.71,0,0,0,0,1,13.16,0,0,0,0,0,0,1,6.65,1,6.65,1,16.6,0,0,100,591.733
3711,138,659.635,0,0,1,6.66,0,0,0,0,0,0,3,22.6,1,12.45,3,19.03,1,5.395,0,0,1,6.4,0,0,0,0,0,0,0,0,1,7.885,0,0,0,0,149,740.055
3712,66,649.45,0,0,0,0,0,0,1,6.63,2,24.05,0,0,0,0,1,15.21,1,21.84,2,16.59,0,0,2,16.32,0,0,0,0,0,0,0,0,2,14.94,0,0,77,765.03
3713,221,1011.06,0,0,1,6.66,2,8.97,2,13.27,2,18.5,1,4.07,2,24.07,1,6.4,2,15.33,1,6.64,7,84.02,3,28.635,2,14.33,0,0,2,36.52,1,6.64,0,0,0,0,250,1285.115
3714,679,3623.578,0,0,1,6.66,7,39.62,6,34.17,7,39.82,6,45.78,12,139.48,5,34.06,6,66.62,3,47.585,4,58.3,4,28.655,0,0,8,65.34,3,34.03,2,13.28,3,24.86,3,33.95,759,4335.788
3715,66,315.628,0,0,1,9.9,1,4.4,0,0,1,12.48,2,15.54,1,9.96,0,0,1,15.6,1,10.53,1,6.64,1,6.64,0,0,0,0,0,0,1,13.28,1,7.92,0,0,78,428.518
3717,649,3435.861,2,13.29,9,68.31,7,74.67,7,44.1,7,49.51,3,28.8,0,0,8,64.515,6,113.04,3,27.09,7,55.77,8,71.68,5,34.86,6,39.61,6,45.765,0,0,7,68.085,0,0,740,4234.956
3718,22,124.45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4.98,0,0,0,0,23,129.43
3719,114,624.06,0,0,0,0,2,12.48,2,22.2,1,17.7,1,11.1,0,0,1,10.79,0,0,1,7.47,1,7.8,0,0,1,4.68,1,6.64,1,24.9,0,0,0,0,0,0,126,749.82
3720,173,1101.697,0,0,0,0,4,25.16,1,13.32,0,0,3,21.79,5,53.21,0,0,2,27.04,1,6.66,2,17.43,4,27.67,0,0,1,9.96,0,0,2,17.015,0,0,0,0,198,1320.952
3722,1071,7068.871,2,25.56,11,85.41,7,59.39,7,90.5,10,80.99,7,77.39,11,96.175,16,180.32,6,51.07,7,53.85,10,111.1,15,148.24,5,39.18,8,71.72,9,152.525,6,45.655,5,49.57,6,58.205,1219,8545.721
3723,656,3655.742,2,22.86,2,24.79,6,74.42,5,47.575,7,53.93,3,19.89,4,42.12,5,46.25,4,31.695,9,86.245,4,27.72,6,81.185,5,54.89,5,66.015,2,13.395,4,23.205,4,39.64,2,22,735,4433.567
3724,18,152.945,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,152.945
3725,135,649.09,0,0,0,0,1,7.5,0,0,4,44.01,3,41.76,1,4.07,2,27.36,0,0,0,0,0,0,1,6.64,1,6.64,0,0,1,8.3,0,0,0,0,0,0,149,795.37
3726,94,424.265,0,0,1,7.77,0,0,2,9.6,0,0,0,0,0,0,0,0,0,0,1,8.715,0,0,0,0,0,0,1,10.79,2,12.645,0,0,0,0,0,0,101,473.785
3727,68,256.645,1,5.85,1,6.66,0,0,0,0,0,0,1,9.25,0,0,2,15.375,0,0,0,0,1,6.64,1,7.47,1,9.13,0,0,0,0,0,0,0,0,1,6.64,77,323.66
3728,136,612.895,0,0,0,0,1,6.66,2,14.78,1,6.64,0,0,2,10.17,2,17.54,2,16.48,2,16.66,3,25.02,1,3.85,0,0,3,26.57,0,0,0,0,4,30.235,0,0,159,787.5
3730,1981,10687.628,7,47.1,17,129.26,20,162.18,20,138.56,7,65.28,11,186.97,11,133.12,13,97,12,91.59,17,137.295,16,158.83,17,230.71,7,48.575,24,215.48,14,143.075,13,132.135,14,114.11,3,19.88,2224,12938.778
3732,139,713.907,1,9.99,0,0,2,22.2,0,0,0,0,1,13.32,3,19.93,2,20.365,1,6.66,0,0,1,6.65,1,6.64,0,0,0,0,0,0,1,6.4,0,0,1,6.64,153,832.702
3733,43,319.56,0,0,0,0,0,0,0,0,2,9.99,0,0,0,0,0,0,0,0,2,17.015,0,0,0,0,0,0,1,8.3,0,0,0,0,0,0,0,0,48,354.865
3735,105,616.26,0,0,2,109.86,1,4.55,0,0,0,0,1,7.4,1,6.66,1,8.97,0,0,0,0,0,0,1,10.375,2,21.165,1,13.28,0,0,0,0,0,0,0,0,115,798.52
3736,33,142.04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,142.04
3737,731,4356.186,2,22.26,4,61.63,8,58.93,8,68.79,5,37.36,3,19.08,6,42.95,4,35.35,3,28.22,3,25.77,2,15.77,11,97.035,2,10.89,10,74.14,8,63.7,4,45.87,10,72.73,1,13.2,825,5149.861
3738,35,190.4,0,0,1,7.41,0,0,0,0,0,0,1,6.66,0,0,0,0,1,3.12,0,0,0,0,1,12.45,0,0,0,0,3,30.65,1,6.6,0,0,0,0,43,257.29
3739,42,289.92,0,0,2,24.06,0,0,0,0,0,0,0,0,0,0,0,0,1,22.33,0,0,2,72.76,0,0,0,0,1,16.6,0,0,0,0,0,0,0,0,48,425.67
3740,210,1018.739,2,11.83,1,11.84,0,0,2,13.32,1,6.66,0,0,2,19.71,3,22.18,2,15.04,1,6.65,1,12.64,1,6.45,2,11.88,3,24.42,4,26.56,4,31.87,3,33.12,1,13.12,243,1286.029
3741,641,3416.24,4,30.99,5,40.53,9,84.16,7,56.34,5,34.07,6,54.515,5,60.575,5,34.97,7,55.33,9,66.095,7,76.785,6,44.015,5,34.485,6,53.575,4,38.19,5,81.945,2,25.7,2,6.85,740,4295.36
3744,98,437.909,0,0,1,9.6,3,20.67,0,0,0,0,1,10.53,1,7.77,0,0,0,0,1,13.26,1,10.79,1,10.14,1,11.205,0,0,0,0,1,10.66,1,4.92,0,0,110,547.454
3746,113,469.384,0,0,1,4.29,2,17.58,0,0,1,7.47,1,10.36,0,0,0,0,0,0,0,0,2,18.58,1,2.22,0,0,0,0,1,6.64,0,0,0,0,0,0,122,536.524
3747,1052,5293.699,5,44.025,4,26.13,6,49.335,7,66.38,5,38.36,3,20.76,11,79.06,11,86.815,8,63.89,5,42.9,16,126.12,14,118.35,7,45.775,7,64.23,10,65.935,7,48.535,6,45.315,1,7.48,1185,6333.094
3749,550,2773.227,2,28.12,5,33.82,3,29.255,3,26.37,2,17.91,1,4,6,39.16,5,60.83,2,13.22,6,34.13,3,18.25,3,27.955,4,28.75,2,12.93,3,16.795,1,7.4,2,13.58,0,0,603,3185.702
3750,2850,17645.325,19,123.47,33,245.535,32,226.575,23,145.98,30,334.21,38,252.955,46,321.085,34,255.87,42,312.765,35,254.815,31,243.19,29,315.94,23,169.265,35,241.25,29,302.92,30,207.38,28,220.46,10,74.93,3397,21893.92
3751,14,138.11,0,0,0,0,0,0,0,0,1,6.16,0,0,0,0,0,0,0,0,0,0,0,0,1,6.24,0,0,0,0,0,0,0,0,0,0,0,0,16,150.51
3752,2317,11556.446,13,96.99,16,127.22,21,152.385,12,91.79,15,136.84,25,160.895,26,253.43,15,108.415,18,145.805,31,236.525,20,140.695,14,103.9,10,65.7,22,177.07,19,151.045,10,70.65,13,103.995,8,58.555,2625,13938.351
3753,505,3070.342,7,52.1,9,77.565,7,46.56,3,26.49,5,50.88,4,33.875,11,86.315,5,44.29,6,40.92,2,16.74,7,50.65,6,62.445,6,52.485,15,137.355,7,64.69,5,35.755,9,68.935,4,30.175,623,4048.567
3754,5020,26110.595,29,187.75,44,322.875,50,390.03,38,286.845,41,304.015,48,360.765,72,496.93,55,445.59,52,374.82,42,319.78,68,495.08,55,399.935,36,250.115,56,444.62,33,240.58,33,365.235,40,360.39,17,146.45,5829,32302.4
3755,34,216.11,0,0,0,0,0,0,0,0,1,10.14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,6.64,0,0,0,0,36,232.89
3756,1901,9982.346,14,126.8,14,102.54,12,82.56,14,95.74,15,102.55,22,177.675,18,129.125,16,130.33,16,116.185,16,136.385,21,174.9,21,216.49,12,91.59,22,219.585,11,93.495,4,26.58,16,128.885,7,55.745,2172,12189.506
3757,1179,6656.399,4,31.44,8,63.715,9,78.72,7,63.33,4,38.02,5,40.78,11,114.545,12,122.05,12,106.435,5,36.095,11,99.355,13,97.42,7,53.96,8,90.555,8,53.535,11,98.535,3,25.91,3,22.37,1320,7893.169
3758,333,1710.389,2,10.3,3,30.3,1,9.99,2,24.52,1,6.6,1,12.8,0,0,2,13.27,3,19.91,0,0,3,26.61,2,25.71,0,0,1,6.64,0,0,1,9.975,5,63.83,1,6.6,361,1977.444
3759,188,1119.344,0,0,0,0,0,0,0,0,1,10.125,1,10.375,2,23.4,1,10.14,1,5.55,2,17.015,2,13.87,1,21.995,1,5.395,0,0,0,0,0,0,2,22.635,0,0,202,1259.844
3760,63,273.731,0,0,0,0,0,0,0,0,0,0,1,6.63,2,39.36,0,0,0,0,0,0,1,13.26,1,6.66,0,0,0,0,0,0,0,0,0,0,0,0,68,339.641
3761,202,1065.747,3,26.94,3,20.89,1,9.25,1,6.63,2,15.6,3,31.84,1,5.92,2,12.58,1,13.28,1,6.56,2,13.9,1,34.44,0,0,3,23.6,0,0,0,0,0,0,0,0,226,1287.177
3762,18,79.22,0,0,0,0,1,9.99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,6.63,0,0,1,29.88,0,0,1,4.84,1,10.375,0,0,0,0,23,140.935
3763,291,1380.047,3,22.72,3,24.05,5,37.19,1,6.66,1,6.63,2,19.18,1,6.4,4,22.16,0,0,2,14.22,3,27.5,3,22.16,5,45.85,5,43.23,1,5.18,4,38.765,3,22.785,0,0,337,1744.727
3764,1260,6589.732,7,65.19,5,36.71,8,81.165,4,27.65,11,78.34,11,89.31,7,48.93,9,75.775,16,140.605,11,190.295,10,64.79,14,106.87,4,28.93,14,125.135,11,69.77,9,90.205,8,61.75,4,43.38,1423,8014.532
3765,609,3041.009,2,13.91,3,25.74,2,13.29,6,42.45,4,31.23,3,23.415,2,13.32,2,11.975,5,30.885,8,168.02,10,97.235,6,62.99,3,23.3,11,90.965,6,51.66,4,38.5,2,22.43,1,6.64,689,3808.964
3766,88,397.955,3,19.3,0,0,3,20.455,0,0,2,13.22,0,0,1,6.6,1,6.66,1,10.58,0,0,1,9.12,2,17.005,2,16.6,0,0,2,13.29,2,17.565,2,25.14,0,0,110,573.49
3767,58,318.725,0,0,1,6.63,1,4.44,0,0,0,0,0,0,0,0,2,13.04,0,0,1,10,1,3.9,0,0,2,14.49,1,6.65,1,5.81,1,6.65,0,0,0,0,69,390.335
3770,446,3762.583,0,0,2,29.88,2,16.99,0,0,1,6,2,27.92,3,32.07,3,17.845,1,13.32,2,16.6,1,13.28,3,44.32,2,16.6,3,26.4,2,21.165,4,47.58,3,40.13,0,0,480,4132.683
3775,559,3315.511,2,20.36,3,27.69,6,54.53,1,6.64,4,26.82,5,57.4,3,145.04,7,73.86,3,27.44,7,93.675,2,19.84,8,92.612,5,105.33,4,65.71,6,61.305,0,0,3,19.94,1,6.64,629,4220.343
3777,1345,7340.35,4,36.48,10,128.86,6,39.47,12,79.569,8,85.015,7,51.015,10,104.01,11,82.145,23,185.895,7,77.315,12,88.5,13,86.815,9,74.615,9,71.725,6,38.005,15,95.61,11,114.04,6,43.97,1524,8823.404
